X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
973,180000,2,3,1,39,2,2,2,2,2,0,10159,12689,12183,13979,13621,14809,2710,0,2000,0,2000,2000,1
974,150000,2,1,3,30,-2,-2,-2,-2,-2,-2,50,6527,2168,-7,1373,-1,8589,2500,0,1380,0,2050,0
975,140000,1,2,1,30,0,0,0,0,0,0,134203,127319,107496,69218,70702,72267,5000,3500,2700,2600,2742,2700,1
976,50000,2,2,2,22,0,0,0,0,0,0,49609,61162,31485,15281,18031,18233,2100,2000,4000,3000,1500,1000,0
977,20000,1,2,2,25,1,2,2,0,0,0,6174,7543,7255,3887,5887,0,2000,28,0,2000,0,0,1
978,180000,1,1,2,28,-1,-1,-1,-1,-1,-1,666,662,-4,55566,1056,390,662,0,61411,1056,0,1998,0
979,180000,1,2,2,26,0,0,0,0,0,0,5591,6619,10574,7733,6794,5487,1126,4081,240,504,169,62,1
980,150000,2,3,1,54,-1,0,0,0,2,0,148747,145231,145341,153833,151194,145738,5500,5500,11000,0,6000,5215,0
981,70000,2,1,2,24,0,0,0,0,0,0,63903,65248,62958,64209,59482,60883,3000,2190,2201,2181,2413,1952,0
982,30000,1,2,2,29,8,7,6,5,4,3,34423,33952,33165,32391,31332,30558,0,0,0,0,0,0,0
983,500000,1,1,2,36,-2,-2,-2,-2,-2,-2,45106,81264,18122,27229,21462,27911,81690,18225,27365,21570,28050,17397,1
984,60000,1,3,1,49,0,0,0,0,0,0,44801,41545,40649,40843,40612,40656,3000,4506,2500,1800,4200,2500,0
985,50000,2,1,2,23,-2,-2,-2,-2,-2,-2,49860,50187,50022,20114,18777,18273,2500,1289,917,1315,5042,2512,0
986,130000,1,3,2,43,1,-1,-1,-2,-1,-1,1018,6377,-2,935,4985,1212,6433,2,937,4990,1215,9546,1
987,260000,2,2,1,33,-2,-2,-2,-1,-1,0,134736,135593,120909,102524,40157,40805,6067,10000,3000,40157,1466,2000,0
988,380000,1,3,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
989,360000,2,2,2,25,2,2,2,2,2,2,286732,290690,284059,294308,297916,279503,10792,0,15000,5800,0,126685,0
990,50000,1,3,1,54,1,2,2,0,0,0,62847,60885,56828,55419,54054,53143,2100,0,2000,2000,2455,4000,0
991,50000,2,3,1,39,0,0,2,-1,0,0,58300,59727,142,29886,30510,31276,7876,161,74354,927,1089,9100,0
992,260000,2,1,1,44,-1,2,2,-1,-1,-2,1215,856,291,803,98,431,0,291,803,98,431,1104,1
993,80000,2,2,2,27,0,0,0,0,0,0,57376,58649,59873,61077,62394,63655,2200,2200,2200,2300,2300,2600,0
994,360000,2,1,2,25,0,0,0,0,0,-2,279846,169426,68810,12800,0,0,7004,1793,2757,0,0,0,1
995,290000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
996,200000,1,1,2,39,-2,-2,-2,-2,-2,-2,-200,-200,-200,0,60800,0,0,0,200,60800,0,0,0
997,140000,1,1,1,45,0,0,0,0,2,2,39716,40799,41853,44452,45433,46383,1600,1600,3169,1700,1700,1495,0
998,360000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
999,50000,2,2,2,23,-1,-1,-1,0,-1,-1,780,0,780,390,390,500,0,780,0,390,500,18300,1
1000,120000,1,2,2,25,2,2,0,0,0,0,113348,110119,111700,83858,86434,88802,0,5000,3158,3934,3802,2000,0
1001,100000,1,2,1,29,0,0,0,0,-1,-1,94453,95860,67782,-2618,95748,101299,3320,5000,0,100000,7186,0,0
1002,200000,2,2,1,28,0,0,0,0,0,0,81865,86790,8441,97041,103541,3632,5000,2000,89000,6500,91,1504,0
1003,90000,2,2,1,40,-1,-1,-1,-1,-1,-1,4989,-818,1114,657,1332,780,0,2806,2256,2274,780,0,0
1004,360000,1,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1005,150000,2,3,2,30,-2,-2,-2,-2,-2,-2,456,9664,3420,2527,0,0,9664,3420,2612,0,0,0,1
1006,140000,1,1,2,29,-1,-1,-1,-1,-1,-1,2937,5150,1514,2573,495,1744,2024,1522,2580,496,1749,2265,0
1007,200000,2,2,2,36,-1,-1,-1,-2,-2,-1,1371,4068,0,0,0,980,4077,0,0,0,980,0,0
1008,170000,2,2,1,37,0,0,0,0,0,0,166246,169163,136604,136607,133199,135242,6700,6800,4700,4700,5500,5000,0
1009,30000,1,2,2,34,0,0,4,3,2,0,19785,24633,23961,23289,22779,51224,5500,0,0,0,3400,512,0
1010,80000,2,1,2,27,0,0,-2,-2,-2,-2,80000,0,0,0,0,0,0,0,0,0,0,0,0
1011,280000,1,1,2,31,0,0,0,0,0,2,164736,170564,150666,133465,133536,132964,8833,12005,5000,8000,3000,5000,0
1012,410000,2,1,1,31,-1,-1,2,2,-2,-2,2744,2041,630,-736,-1591,-2303,2051,5,266,266,253,6384,0
1013,450000,1,1,2,38,-1,0,-1,-1,-1,-1,29747,53311,10920,8072,22809,12415,30323,10973,8112,22923,12476,6728,0
1014,80000,1,2,2,36,0,0,0,0,0,0,79148,52174,44275,42029,33838,29757,2000,2000,1500,1500,2000,1500,0
1015,360000,1,1,1,46,0,0,0,0,-2,-2,92961,76243,51722,-8,-8,-16,10125,13092,0,0,0,0,0
1016,130000,2,1,1,36,0,0,0,0,0,0,129689,107070,103942,94623,90556,92394,5000,4400,5000,4000,3500,4000,0
1017,160000,2,1,2,26,0,0,0,-1,-1,-1,2198,11155,0,12315,0,11855,9155,0,12315,0,11855,0,1
1018,140000,2,3,2,57,2,0,0,0,0,0,131795,134083,125360,99313,90623,92425,6743,5421,3926,3290,3310,3424,1
1019,240000,2,3,1,40,1,-2,-1,-1,-1,-1,-55,-55,3545,1338,1075,1744,0,3600,1338,1075,1744,0,0
1020,180000,2,3,0,45,-1,-1,-2,-2,-2,-2,4148,0,0,0,0,0,0,0,0,0,0,0,0
1021,70000,1,1,3,57,0,0,0,0,0,0,69398,70352,69936,68118,65942,62495,2667,2321,2391,2316,2466,1451,0
1022,150000,2,2,2,25,0,0,0,0,0,0,142827,126317,75324,78773,95375,57663,5000,4000,5000,40000,3000,2880,0
1023,210000,2,3,1,37,-2,-2,-2,-2,-2,-2,138398,109115,101912,62959,60767,41150,5000,5000,2500,2800,2000,0,0
1024,200000,2,1,1,35,-1,0,0,0,0,0,9918,10971,11817,17865,18239,14527,1219,1165,7865,592,807,679,0
1025,310000,1,2,2,33,-2,-2,-2,-2,-2,-2,4040,4048,3959,205,3199,5104,4068,3964,205,3209,5109,1434,0
1026,180000,1,1,1,38,0,0,0,0,0,2,153099,150227,138313,137274,147314,129870,7005,6500,5000,12042,32,1300,0
1027,300000,1,2,2,31,0,0,0,-1,-1,-1,62198,35674,34979,510,2166,765,1600,2600,510,903,765,773,0
1028,450000,2,1,2,41,-1,-1,-1,-1,-1,-1,11343,75083,25273,85357,27745,1990,75459,25413,85784,27856,2000,1900,0
1029,200000,1,1,2,33,1,-1,-1,0,-1,-1,-5,3465,3191,1873,90687,4577,3470,3191,0,90729,0,6266,0
1030,30000,2,2,1,67,2,2,0,0,2,2,30374,29038,27737,29499,30124,26855,0,1500,2182,1200,0,2302,1
1031,400000,2,1,1,40,-1,-1,-1,0,0,-1,1107,3891,120338,8318,8488,130,3891,120407,0,170,130,8595,0
1032,170000,1,1,2,33,-1,-1,-1,-1,-1,-1,764,1100,500,2499,1500,600,1105,500,2499,1500,600,2100,0
1033,140000,2,1,2,31,-1,2,-1,-1,-1,-1,652,326,326,326,476,326,0,326,326,476,326,326,1
1034,200000,2,2,2,35,0,0,0,0,0,0,64195,65565,66870,68752,70485,71887,3000,3000,3000,3000,2575,3000,0
1035,60000,2,2,3,39,1,-2,-2,-2,-2,-2,-1540,-1930,-2320,-1220,0,0,0,0,2000,2000,0,0,0
1036,60000,1,2,2,27,1,2,0,0,2,2,43356,42381,46663,49877,50734,49764,0,5000,4000,1800,0,2000,1
1037,150000,1,1,2,23,0,0,0,0,0,0,11109,83376,79726,76986,78038,78321,78016,3048,4000,3500,3000,3000,0
1038,180000,1,3,1,54,0,0,0,0,0,0,149698,137260,124500,111430,98182,84598,4834,4371,3849,3405,2887,2402,1
1039,50000,2,3,2,23,0,0,0,0,0,0,43979,33403,20879,18573,17318,17936,2000,2000,2000,1000,1000,2800,0
1040,50000,1,3,2,24,-1,-1,-1,-1,0,0,2562,8743,-290,18115,18495,18804,8769,0,18650,659,1000,1000,0
1041,20000,1,2,2,26,-1,-1,-2,-2,-2,-2,70,-620,-620,-1400,0,0,0,0,0,1400,0,0,0
1042,230000,2,2,2,52,2,-1,2,0,-1,-1,1292,3943,1990,1499,593,2553,3951,1,9,594,2560,3759,1
1043,110000,2,2,1,42,0,0,0,0,0,0,55349,52914,49483,49292,49460,49470,2096,2003,1802,1783,1783,1756,0
1044,90000,2,1,2,36,0,0,0,0,0,0,90922,80980,66503,67347,68509,67588,4273,3200,2500,2500,2631,2646,0
1045,20000,2,1,2,22,2,2,2,2,2,2,16233,20547,20542,19572,20437,19994,5383,660,0,1538,0,2658,1
1046,30000,2,1,2,23,0,0,0,0,0,0,26847,24815,21681,22293,17155,13470,2500,3500,2000,3500,2000,1000,0
1047,220000,1,3,1,30,0,0,0,0,2,0,162105,170592,173969,183030,181385,174107,10000,5013,10626,52,5255,4222,1
1048,140000,2,3,2,24,1,2,2,2,0,0,42897,45739,46468,45422,46371,47297,3821,1775,0,1833,1850,2000,1
1049,300000,2,1,1,42,-2,-2,-2,-2,-2,-2,3000,3300,0,0,610,2165,3300,0,0,610,2165,2394,0
1050,100000,1,2,1,49,0,0,0,2,0,0,34704,30906,28325,22160,18842,17023,2011,2028,10,558,1044,12,0
1051,110000,1,2,2,31,2,2,3,3,2,-1,279,279,279,279,129,179,0,0,0,0,200,0,0
1052,270000,2,3,2,33,0,-1,-1,-1,0,0,10000,10000,10000,123693,116843,110059,10000,10000,222750,5000,5008,5026,0
1053,30000,1,1,1,42,0,0,-1,-1,-1,-1,28033,17085,200,323,29525,0,1525,200,323,29525,0,0,0
1054,70000,1,3,2,41,0,0,0,0,0,0,70476,68539,69520,51605,50311,50729,2700,3500,2000,2000,2500,2500,0
1055,230000,1,2,1,53,2,2,-2,-2,-2,-1,1350,0,0,0,0,470,0,0,0,0,470,0,0
1056,20000,1,2,2,23,0,0,0,0,0,0,18852,16648,19395,20271,20445,17532,1500,4000,2000,2000,2900,2735,0
1057,190000,2,1,2,33,1,2,0,0,0,0,115056,108137,89722,69861,49894,49727,0,4413,2942,2000,1583,1500,0
1058,20000,2,2,1,29,0,0,0,0,0,0,15890,13995,13375,14205,15869,16666,2000,2000,1000,2000,1000,1000,0
1059,80000,2,3,1,67,0,0,0,0,0,-1,20255,18885,21529,29236,10662,2408,6000,5002,10662,2,2408,11662,0
1060,20000,1,3,1,33,2,0,0,0,0,-2,20500,16237,20960,6914,1017,780,2191,1000,0,1017,780,6380,1
1061,60000,2,3,1,34,0,0,0,2,0,0,9928,11261,12853,12352,12703,13338,1500,2090,0,700,1000,1400,1
1062,50000,1,2,1,49,0,0,0,0,0,0,10750,8755,8684,5983,4252,5034,1507,3109,2209,2000,2500,3000,0
1063,280000,2,2,1,56,0,0,0,0,0,0,284204,284041,283396,213294,213384,213604,10261,17003,7657,7750,7861,8083,1
1064,300000,1,1,1,42,0,0,0,0,0,0,120151,89618,47857,48128,50332,23688,4229,5024,6012,5191,12139,110247,0
1065,30000,2,3,1,55,2,0,0,0,0,0,29278,30393,29785,30377,30155,31098,1600,1585,1377,1155,2600,0,1
1066,270000,2,2,1,25,0,0,0,0,0,0,21586,239499,203867,188064,147915,139976,239104,7098,6179,5023,6090,4000,0
1067,100000,1,3,2,30,0,0,0,0,0,0,87579,72308,53505,43371,48125,40388,4172,2094,3007,10021,3012,1527,0
1068,240000,1,2,2,43,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,1
1069,200000,1,1,2,40,-1,-1,-1,-1,-1,-1,2159,760,2775,22813,10526,326,1086,2775,22813,10526,326,573,0
1070,110000,2,1,2,35,0,0,2,2,0,0,32691,36344,36055,36163,37028,38250,4500,600,1000,1600,2000,2000,0
1071,230000,1,1,1,61,-1,-1,-1,-1,-1,-1,1477,3699,2252,4932,2783,7411,3710,2266,7338,2791,7433,4527,0
1072,150000,2,2,1,44,-1,-1,-1,-1,-1,-1,390,5104,10318,5775,14441,780,5104,10318,10355,14441,780,66950,1
1073,350000,1,1,2,33,-1,-1,-1,-1,-1,-1,148341,8095,15047,3220,20461,3249,8405,15052,3805,20467,3253,27168,0
1074,360000,1,6,1,66,-1,-1,-1,-1,-1,-1,47615,74976,4040,151858,48580,1451,75351,4064,152618,48822,1451,171944,0
1075,150000,2,2,2,40,1,-1,-1,-1,-1,-2,-19,3894,5570,10516,-3,-3,3913,5606,10568,0,0,2379,0
1076,100000,1,3,2,47,0,0,0,0,0,0,94925,95130,60003,38500,4681,76728,3889,2412,1698,679,72809,2748,0
1077,500000,1,1,2,27,0,0,0,0,0,0,204198,201648,197549,192093,187726,183860,7434,6342,5276,5271,5778,5029,0
1078,500000,1,1,2,35,-1,0,-1,-1,-1,0,172041,70011,12976,34469,27425,28506,58761,13976,34828,28289,18175,17500,0
1079,180000,2,3,1,47,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,0
1080,400000,2,3,1,39,1,-1,-1,-1,-2,-1,2384,3500,471,-203,2371,1949,3603,471,203,2574,1949,1040,0
1081,100000,2,2,2,29,0,0,0,0,0,0,61383,49560,40183,61820,8322,6182,1908,2000,1000,2000,3000,5000,0
1082,10000,1,2,1,32,1,2,2,2,2,2,8425,8148,9481,9180,10052,10091,0,1632,0,1022,350,0,0
1083,60000,2,1,2,30,2,2,2,2,2,2,34735,33895,36530,37133,37893,37131,0,3200,1500,1500,0,1700,0
1084,50000,2,1,2,25,1,2,2,2,2,2,47054,48008,48913,49847,50840,49502,2000,2000,2000,1900,1900,1600,1
1085,80000,2,2,2,23,-1,0,0,0,0,0,57314,58489,50452,51573,49061,33931,2145,2000,2012,2049,2008,1217,0
1086,110000,2,2,1,43,0,0,2,0,0,0,108616,114854,105275,107561,105502,103813,9600,0,4000,3765,4000,4200,0
1087,410000,2,2,1,41,0,0,0,0,0,0,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,1
1088,260000,2,2,1,40,1,-1,-1,-2,-2,-2,0,342,0,0,0,0,342,0,0,0,0,0,0
1089,30000,2,3,1,35,0,0,0,0,0,0,28786,26496,25098,26209,25325,26400,1500,1450,1500,1500,1500,1500,0
1090,310000,2,1,2,28,0,0,0,0,-1,-1,36513,37628,39579,40879,85,4381,2500,3000,1500,85,4381,11100,0
1091,70000,2,2,2,38,0,0,0,0,0,0,22578,23606,24619,25107,25634,26143,1397,1410,898,931,936,970,0
1092,250000,1,1,2,31,0,0,0,0,0,0,215316,198490,169014,167776,168110,168505,6845,5945,5919,6000,6059,5837,0
1093,210000,1,3,1,29,1,2,0,0,0,0,198510,194040,199393,194538,195990,194136,0,10000,7000,8000,8000,7200,0
1094,360000,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,50000,1,2,2,31,1,2,0,0,2,0,48657,45079,47714,19586,19143,20051,0,4300,2150,0,1204,1000,0
1096,670000,1,1,2,29,0,0,0,0,0,0,244663,243209,229265,228114,232795,237726,10000,8000,8500,8190,9000,8000,0
1097,130000,1,1,2,26,-1,-1,0,0,0,0,2343,32278,24175,15182,12805,14415,32322,1217,1000,3000,2000,390,0
1098,170000,1,1,1,42,1,-2,-2,-2,-2,-1,0,0,0,0,0,2485,0,0,0,0,2485,7797,0
1099,30000,1,3,2,29,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0
1100,110000,1,1,1,50,0,0,0,0,0,0,36802,38210,40259,41585,42913,44197,2000,3000,2000,2000,2000,2000,0
1101,210000,2,3,2,46,1,2,0,0,-1,-1,5816,5579,20079,17309,2310,241,13,17309,0,2310,241,4000,1
1102,30000,2,2,2,24,0,0,2,2,2,0,24238,26996,26269,27734,27151,28199,3462,0,2200,0,1500,1500,1
1103,260000,2,2,1,46,0,0,2,2,2,0,18256,19556,18136,24018,21490,18196,2934,0,8000,0,2000,8000,0
1104,150000,2,3,2,28,-2,-1,-1,-1,-1,-1,1723,2292,240,683,3486,5390,6876,240,683,3486,5390,1200,0
1105,20000,2,2,1,35,1,2,2,3,2,0,18648,18061,21034,20419,19289,19600,0,3292,0,0,781,701,1
1106,380000,2,1,1,40,-1,-1,-2,-2,-2,-2,6614,54457,47872,24543,0,0,49094,0,24543,0,0,0,0
1107,200000,2,1,1,41,-2,-2,-2,-2,-2,-2,7812,0,0,1115,0,0,0,0,1115,0,0,0,0
1108,120000,2,2,1,47,-1,-1,-1,-1,-1,-1,1188,2512,3444,1742,502,346,2512,3444,1742,502,346,325,0
1109,80000,1,2,1,54,0,0,0,0,0,0,76962,79463,79761,30286,29898,30364,4000,3500,1100,1100,1200,1000,1
1110,30000,2,2,2,33,1,2,0,0,0,0,31089,10989,11997,12397,13043,13325,0,1200,600,1000,650,650,0
1111,110000,1,2,2,29,1,2,2,2,0,0,83687,85360,86274,84001,85897,88759,3900,3200,0,3400,4500,2600,0
1112,50000,2,3,1,44,-1,-1,-1,-1,-1,-1,3424,155,1922,1473,1865,835,155,1922,1473,1865,835,1833,0
1113,90000,2,2,1,24,0,0,0,0,0,0,84148,79847,75576,75266,74431,68399,5006,4007,5006,4003,3014,4007,0
1114,110000,1,1,2,33,0,0,0,0,0,0,12633,88334,53978,23687,26567,8435,80004,1500,12013,7000,2000,4000,0
1115,50000,1,3,1,54,0,0,0,0,0,0,38607,39681,40717,41682,42857,45581,2000,2000,1642,2000,3600,0,0
1116,60000,1,1,2,27,-2,-2,-2,-2,-1,-1,11862,1856,-14,4839,9567,11407,1861,0,4853,9567,2000,0,0
1117,150000,2,2,2,37,0,0,0,0,0,0,80463,82513,84271,43832,33963,34638,3348,3490,1402,1233,1240,1284,1
1118,20000,1,1,2,24,1,2,0,0,0,-2,18738,18016,7190,7190,0,0,20,1500,0,0,0,0,0
1119,140000,2,3,1,54,1,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,1
1120,120000,2,2,1,34,1,-1,-1,-1,-1,-1,-9,898,7752,4447,8495,0,907,7772,4447,8495,0,528,0
1121,200000,2,2,2,40,2,0,0,0,0,0,176502,176297,162826,160186,161965,152361,8000,7300,6000,6000,6000,6000,1
1122,20000,1,2,2,30,1,2,4,3,2,2,19977,21359,20581,19860,19690,1735,2000,0,0,0,500,0,1
1123,50000,1,2,2,26,0,0,0,0,0,0,48221,49629,48868,49668,49780,49980,2571,1200,1000,40000,1000,0,0
1124,200000,2,2,1,41,0,0,0,0,0,-1,18012,18367,16996,11461,8150,5584,1385,1020,229,183,5584,888,0
1125,100000,2,2,2,29,-2,-1,0,0,0,0,75912,85276,88498,90289,92485,95630,10000,4000,2600,3000,4000,5000,0
1126,300000,1,1,1,38,-1,-1,-2,-2,-2,-2,2285,0,0,0,0,0,0,0,0,0,0,0,0
1127,500000,2,1,2,35,-1,-1,-1,-1,0,-1,22369,14100,24754,21443,13892,11241,14128,24902,21479,11465,11356,66710,0
1128,360000,2,2,1,52,-1,-1,-2,-2,-2,-2,2995,2401,2277,500,3586,7399,2406,2282,500,3586,7399,600,0
1129,160000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,50000,2,2,2,23,0,0,0,2,2,2,47053,47835,51109,51713,52738,48789,1842,4116,2000,1950,0,1885,1
1131,230000,2,2,1,34,0,0,0,0,0,0,234328,234211,157345,155335,153427,150514,8913,5449,5339,5370,4435,4432,1
1132,200000,2,2,2,34,1,-1,-1,-1,-1,-1,0,3346,0,465,1775,8722,3346,0,465,1775,8722,0,0
1133,270000,1,1,1,44,3,3,4,4,4,4,256402,264267,271951,278509,283545,278436,17944,18112,15405,10000,0,0,0
1134,50000,2,2,1,36,2,2,2,0,0,2,45159,49125,47956,43578,35126,34420,4700,0,2004,3500,0,1000,0
1135,20000,1,2,2,28,1,2,2,2,0,0,15764,15718,17164,16594,18158,19554,500,2000,0,2000,1700,0,0
1136,60000,2,2,2,31,0,0,0,0,2,0,59643,61279,61017,30117,29526,29201,3200,2535,2331,0,1073,2134,0
1137,50000,1,2,2,31,-1,-1,-1,0,0,-1,2522,0,18171,17051,390,16526,0,18171,341,0,16526,324,0
1138,50000,1,2,1,41,0,0,0,0,0,0,19339,20424,20086,18600,19153,19289,1703,1306,810,1000,900,900,0
1139,130000,2,3,1,44,0,0,0,0,0,2,109006,110256,113283,101247,96939,81977,4500,5000,4000,10600,0,2300,0
1140,230000,2,3,2,47,0,0,0,0,0,0,147300,121855,102074,94225,96616,95849,10000,5000,4000,4000,5000,4000,0
1141,20000,1,2,2,25,0,0,0,-2,-1,0,3400,4129,0,0,3244,3314,1000,0,0,3244,124,66,0
1142,30000,2,1,2,25,0,0,2,0,0,2,19801,20449,19798,20217,21435,19239,3000,0,700,1500,0,323,0
1143,200000,2,1,1,39,-1,0,-1,0,0,0,8432,6977,6727,6864,5253,3388,3746,6737,2013,10,20,10901,0
1144,140000,2,2,1,24,-1,-1,-2,-2,-1,-1,2515,0,0,0,2243,5530,0,0,0,2243,5530,4441,0
1145,100000,2,2,1,35,2,0,0,2,2,0,98845,95265,98571,99322,96661,95951,4600,8002,4003,2,4005,4000,1
1146,240000,1,2,1,32,2,2,2,0,0,0,127418,135942,132640,135320,138523,141618,10400,0,4500,5000,5000,5000,1
1147,70000,2,1,2,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
1148,360000,1,1,2,33,1,2,0,0,-1,-1,71195,60553,60158,16672,35039,8320,0,1399,0,35039,8320,5169,0
1149,140000,2,1,2,30,1,2,0,0,0,0,149389,145757,144229,144470,144386,120586,0,5350,5555,5836,4191,4341,0
1150,50000,1,2,1,52,-1,2,0,0,0,0,2072,1532,3106,2721,780,0,0,2000,5,0,0,0,0
1151,210000,2,2,1,36,-1,-1,-1,0,-1,-1,396,590,2042,1646,396,396,590,2042,0,396,396,396,0
1152,280000,1,1,2,30,1,2,2,0,0,0,191493,187913,169223,153063,133490,130377,1000,7600,5949,6000,5200,5117,0
1153,180000,2,2,2,42,2,2,2,2,2,2,50420,51818,52372,52917,54123,55176,2500,2000,2000,2200,2100,2200,1
1154,150000,2,1,2,30,-1,0,-1,0,-1,-1,10705,5416,5162,4068,249,249,1000,5162,1000,249,249,5565,0
1155,20000,1,3,1,47,1,2,0,0,0,2,19739,19137,19857,15422,19279,9537,0,1200,0,9537,0,0,0
1156,350000,2,2,1,29,-1,-1,-1,-1,-1,-1,8760,5882,9845,4677,5767,6532,5932,9908,4692,5787,6548,4863,0
1157,130000,2,1,2,23,-1,-1,-1,0,-1,0,3820,2640,30403,9630,7120,3940,2640,30403,193,7120,79,9589,0
1158,470000,1,3,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,789,0
1159,340000,2,2,1,48,-1,-1,-1,0,0,-1,4052,0,4105,2895,2895,2360,0,4105,0,0,2360,1090,0
1160,80000,1,2,2,26,1,2,2,2,0,0,77389,75585,80300,75724,77504,79715,0,6000,0,3000,3500,3000,0
1161,70000,1,1,2,33,0,0,0,0,-2,-2,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,0
1162,230000,2,2,1,44,-2,-2,-2,-2,-2,-2,5990,1677,2920,2683,1674,3273,1677,2920,2683,1674,3273,2749,0
1163,180000,2,2,1,36,0,0,0,-2,-1,0,21494,25600,0,0,36565,37353,5000,0,0,36565,1548,1000,0
1164,210000,2,2,1,39,0,0,0,0,0,-1,26749,34451,25200,19850,15530,13021,14000,3007,5000,1000,13021,22171,0
1165,20000,1,2,2,24,-1,-1,-1,-1,-1,-1,780,0,390,390,780,0,0,390,390,780,0,0,0
1166,140000,2,2,2,25,2,0,0,-1,-1,0,137606,140557,111000,3238,89437,91136,6000,3200,3238,89437,3228,3000,0
1167,200000,1,1,2,52,0,0,0,0,0,0,115702,113576,109812,104567,100541,96495,5517,5381,3838,3589,3397,3296,0
1168,50000,2,3,1,59,0,0,0,0,0,0,47822,36488,36811,13234,11543,10751,2009,2000,556,378,619,5000,0
1169,80000,2,1,2,23,-1,-1,0,0,-1,-1,3526,6687,4356,3450,4318,0,6687,1000,0,4318,0,254,0
1170,30000,2,3,2,48,0,0,0,0,0,0,1445,3410,5338,7239,9112,10949,2000,2000,2000,2000,2000,2000,0
1171,140000,2,1,2,28,0,0,2,0,0,0,9305,13614,13103,14077,15189,16275,4800,0,1500,1500,1500,1500,1
1172,80000,1,3,1,62,-1,-1,-1,-1,-1,-1,1262,1642,1975,672,5112,3932,1642,1975,672,5112,3932,20289,0
1173,220000,2,3,1,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0
1174,180000,2,1,2,32,-1,-1,-1,-1,-1,-1,666,666,666,666,666,666,666,666,666,666,666,666,0
1175,140000,2,2,1,29,0,0,0,0,0,0,81764,92071,43777,22806,12643,29707,20167,5000,28800,2000,20007,10009,1
1176,180000,1,2,2,25,2,2,2,0,0,0,10022,12847,12351,12350,12608,12892,3000,0,500,455,491,500,1
1177,50000,2,2,2,35,0,0,0,0,0,0,14536,15694,16431,17056,17581,18089,1700,1300,900,800,800,900,0
1178,170000,2,2,2,27,0,0,0,0,0,0,97474,78520,80131,70788,68927,70678,2932,3000,2500,3000,2900,2918,0
1179,50000,1,2,2,38,0,0,0,0,0,0,50958,50889,49697,9176,9368,9554,2042,1150,329,340,342,354,0
1180,50000,1,2,2,24,0,0,0,0,0,0,49144,20818,17890,18310,17931,18633,1500,1300,700,1000,1000,1000,0
1181,300000,1,2,1,29,-1,-1,-2,-2,-2,-2,1874,-200,-200,-200,-200,-200,0,0,0,0,0,0,0
1182,390000,2,1,2,27,2,0,0,0,0,0,386301,392458,290201,295606,300709,305904,17000,11000,11000,10656,11000,12000,0
1183,90000,2,2,1,55,2,2,0,0,0,0,81998,83674,80890,31565,33049,22694,4003,3000,3000,3000,2000,2000,1
1184,200000,2,1,2,29,0,0,0,0,0,0,194241,193425,196537,195268,192829,192499,12000,8500,7000,10000,10000,10000,0
1185,460000,1,1,2,29,0,0,0,0,0,0,410033,385394,325663,324067,324749,327929,16088,13039,11127,11017,11110,11113,0
1186,10000,1,2,2,23,0,0,0,0,0,-2,3714,4158,4654,3080,0,0,1104,1000,31,0,0,0,0
1187,20000,1,2,1,30,-1,-1,0,0,-1,-1,1261,2835,2522,1261,1261,930,2835,1000,0,1261,930,540,1
1188,50000,2,2,1,50,-1,-1,-1,-1,-2,-1,1232,1846,697,364,0,760,1846,697,364,0,760,5862,0
1189,480000,2,2,1,38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,30000,1708,1292,1010,772,705,0
1190,180000,2,1,2,24,0,0,0,0,0,0,169263,174532,176686,165491,169222,173246,8000,6700,6000,6400,7000,7000,0
1191,240000,2,1,2,29,0,0,0,0,0,-2,3093,2322,8186,3980,0,0,2000,2020,2500,0,0,85,0
1192,250000,1,1,2,38,-2,-2,-2,-2,-2,-2,584,3291,8660,7495,1120,62,3307,8703,7532,1125,62,7718,0
1193,270000,2,2,2,34,-1,-1,-1,-1,-1,-1,381,3376,2958,4154,5885,3129,3406,2983,4172,5912,3143,0,1
